,TRIP.CODE,HAUL.CODE,YEAR,Gear.Class,MESH.SIZE.RANGE,TargetAssemblage,metier5,metier6,CHECK
194447,WB219OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
194569,NN1519BT,15,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
195060,NN1519BT,18,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
195079,NN1519BT,13,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
195926,NN1519BT,19,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
196750,WB119OT,3,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
199517,PH119BT,25,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
199524,PH119BT,46,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
199544,PH119BT,29,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
199550,PH119BT,22,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
199556,PH119BT,10,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
199595,PH119BT,42,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
199619,PH119BT,2,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
199637,PH119BT,9,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
199675,PH119BT,11,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
199703,PH119BT,47,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
199781,PH119BT,6,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
199872,PH119BT,8,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
199964,PH119BT,24,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
200068,PH119BT,14,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
200118,PH119BT,41,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
200245,PH119BT,23,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
200362,PH119BT,30,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
200432,PH119BT,35,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
200726,PH119BT,16,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
200796,PH119BT,31,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
200910,PH119BT,7,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
200959,PH119BT,33,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
201160,PH119BT,3,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
201252,PH119BT,15,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
201887,PH119BT,4,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
202832,LE419OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
202836,LE419OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
203149,MY419OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
203151,MY419OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
203468,BM919BT,14,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
203470,BM919BT,28,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
203475,BM919BT,24,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
203478,BM919BT,19,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
203495,BM919BT,1,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
203525,BM919BT,7,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
203611,BM919BT,23,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
203680,BM919BT,18,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
203693,BM919BT,31,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
203800,BM919BT,10,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
203898,BM919BT,11,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
204321,BM919BT,12,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
204528,BM919BT,36,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
205133,BM919BT,38,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
205413,BM919BT,37,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
205778,BM919BT,29,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
205883,BM919BT,30,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
205891,BM919BT,13,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
208298,BM119PT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
208299,BM819BT,34,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
208302,BM819BT,16,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
208337,BM619OT,3,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
208351,BM619OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
208370,BM819BT,10,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
208432,BM819BT,3,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
208444,BM119PT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
208530,BM619OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
208567,BM819BT,5,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
208617,BM819BT,4,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
208707,BM819BT,9,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
208934,BM819BT,17,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
209666,BM819BT,36,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
210086,BM819BT,37,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
210201,BM819BT,33,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
211035,BM819BT,44,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
211037,BM819BT,45,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
211118,BM819BT,24,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
211179,BM919OT,2,2019,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
212742,BM819BT,43,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
212861,BM819BT,20,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
213190,BM919OT,1,2019,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
213390,BM819BT,27,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
215143,BM819BT,46,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
215283,BM819BT,19,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
215955,BM819BT,18,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
216255,BM819BT,48,2019,TBB,100-119,DEF,TBB_DEF,TBB_DEF_100-119,1
221656,BM219BT,23,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
221658,NN1219BT,7,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
221659,BM219BT,19,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
221662,BM219BT,38,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
221663,NN1219BT,6,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
221666,BM219BT,20,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
221682,BM219BT,39,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
221683,NN719OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
221702,NN1219BT,14,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
221708,NN1219BT,24,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
221743,MY219OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
221752,BM219BT,24,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
221778,BM219BT,22,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
221784,NN1219BT,8,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
221832,NN719OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
221887,NN1219BT,25,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
221895,BM219BT,4,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
222020,NN1219BT,15,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
222078,NN1219BT,13,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
222098,BM219BT,21,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
222183,BM219BT,5,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
222299,BM219BT,29,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
222319,NN1219BT,27,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
222365,BM219BT,40,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
222419,NN1219BT,32,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
222420,MY219OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
222427,NN1219BT,37,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
222667,NN1219BT,18,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
222729,NN1219BT,2,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
222771,NN1219BT,31,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
222804,NN1219BT,30,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
223027,BM219BT,6,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
223031,BM219BT,7,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
223033,BM219BT,12,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
223147,NN1219BT,1,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
223452,BM219BT,8,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
223487,BM219BT,37,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
223540,BM219BT,31,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
223623,BM219BT,30,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
223728,NN1219BT,3,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
223755,NN1219BT,21,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
223816,BM219BT,27,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
223866,BM219BT,9,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
223904,NN1219BT,23,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
223998,BM219BT,28,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
224544,NN1219BT,16,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
224857,NN1219BT,17,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
225222,NN1219BT,22,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
230521,LE519OT,2,2019,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
230523,LE519OT,4,2019,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
230535,LE519OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
230539,LE519OT,3,2019,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
231137,SR619GN,8,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
231139,SR619GN,10,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
231140,SR619GN,9,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
231142,SR619GN,3,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
231149,SR619GN,1,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
231150,SR619GN,2,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
231154,SR619GN,4,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
231161,SR619GN,6,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
231174,SR619GN,7,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
231195,SR619GN,5,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
231285,EX219HL,3,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
231286,EX219HL,1,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
231299,EX219HL,4,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
231328,EX219HL,2,2019,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
231530,SR519GN,6,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
231531,SR519GN,4,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
231534,SR519GN,5,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
231545,SR519GN,2,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
231549,SR519GN,9,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
231557,SR519GN,3,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
231558,SR519GN,7,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
231619,SR519GN,1,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
231625,SR519GN,8,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
231800,NW219OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
231804,NW219OT,3,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
231805,NW219OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
239977,EE119MT,1,2019,OTM,32-69,SPF,OTM_SPF,OTM_SPF_32-69,1
240095,NN1219GN,15,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
240096,NN1319GN,7,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
240100,NN1319GN,4,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
240101,NN1319GN,6,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
240150,NN1319GN,3,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
240824,NN1319GN,5,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
241313,NN319GN,8,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
241325,NN319GN,10,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
241525,NN319GN,11,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
241835,NN1319GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
241895,NN319GN,5,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
242554,NN619GN,6,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
242606,NN619GN,7,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
242792,NN619GN,4,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
243052,NN319GN,14,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
243148,NN319GN,6,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
243173,NN319GN,7,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
243699,NN1319GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
243832,NN319GN,12,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
244047,NN319GN,4,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
244689,NN619GN,5,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
245570,NN619GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
245584,NN619GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
245664,NN619GN,3,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
245708,NN1219GN,11,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
245898,NN1219GN,12,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
245969,NN1219GN,13,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
245999,NN619GN,8,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
246426,NN319GN,15,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
246782,NN1219GN,10,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
246802,NN619GN,15,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
246991,NN1219GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
247258,NN319GN,13,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
247281,NN1219GN,14,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
247522,NN1219GN,6,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
247737,NN1219GN,9,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
247920,NN619GN,17,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
247959,NN619GN,19,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
248156,NN619GN,22,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
248285,NN619GN,9,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
248419,NN1219GN,5,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
248615,NN619GN,21,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
249177,NN619GN,16,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
249203,NN1219GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
249425,NN619GN,11,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
249506,NN619GN,13,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
249598,NN619GN,14,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
249721,NN1219GN,7,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
249814,NN1219GN,8,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
249915,NN619GN,24,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
250118,NN619GN,18,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
250270,NN319GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
250599,NN1219GN,4,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
251170,NN319GN,3,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
251336,NN619GN,23,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
251888,NN319GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
252253,NN1219GN,3,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
255544,NN819GN,9,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
255553,NN819GN,8,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
255563,NN819GN,7,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
255569,NN819GN,10,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
255664,NN819GN,4,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
255729,NN819GN,3,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
255756,NN819GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
255836,NN819GN,6,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
256025,NN819GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
256340,NN819GN,11,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
256722,NN819GN,12,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
256803,NN819GN,5,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
257577,NN819GN,13,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
263329,NY119PP,1,2019,Other,xxx,CRU,Other_CRU,Other_CRU_xxx,1
263331,NY119PP,7,2019,Other,xxx,CRU,Other_CRU,Other_CRU_xxx,1
263332,NY119PP,4,2019,Other,xxx,CRU,Other_CRU,Other_CRU_xxx,1
263342,NY119PP,8,2019,Other,xxx,CRU,Other_CRU,Other_CRU_xxx,1
263432,NY119PP,10,2019,GNS,xxx,CRU,GNS_CRU,GNS_CRU_xxx,1
263573,PH119OT,4,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
263578,NN219OT,6,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
263591,PH119OT,5,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
263608,BM419OT,3,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
263620,BM419OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
263623,PH119OT,6,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
263656,NN219OT,5,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
263694,PH119OT,8,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
263809,BM419OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
263840,PH119OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
263896,PH119OT,7,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
264682,PH119OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
265990,LE219OT,2,2019,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
266249,PH119OT,3,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
266306,NN219OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
266398,NN219OT,3,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
266925,LE219OT,1,2019,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
268545,NN219OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
272470,BM519BT,6,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
272471,BM519BT,17,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
272472,BM519BT,13,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
272476,BM519BT,12,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
272480,BM519BT,31,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
272494,BM519BT,19,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
272502,BM519BT,10,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
272572,BM519BT,30,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
272581,BM519BT,24,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
272586,BM519BT,2,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
272602,BM519BT,16,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
272626,BM519BT,29,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
272733,BM519BT,11,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
272744,BM519BT,18,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
272772,BM519BT,20,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
272866,BM519BT,5,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
273053,BM519BT,25,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
274749,PH219OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
274762,PH219OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
278243,LE319OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
278244,MY119OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
278245,LE319OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
278265,MY119OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
279115,SA519OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
279122,SA519OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
279168,SA619OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
281421,NN219BT,34,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
281509,NN219BT,4,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
281571,NN219BT,43,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
281750,NN219BT,40,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
282177,NN219BT,1,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
282292,NN219BT,5,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
282339,NN219BT,39,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
282963,NN219BT,38,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
283199,NN219BT,37,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
283469,NN219BT,44,2019,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
